question,class,answer,drug,doctor,speciality
Depression and anxiety tried different medicine.now slight relief with stimulant,other,"Depression is a persistent state of sadness that is the result of interaction between one's inner biological and psychological state and gets triggered of with environmental stressors. Reactive depression is in response to a situation like loss, sickness, trauma etc. Endogenous depression occurs without any noticeable environmental stressors. Psychological symptoms include lack of interest, negative thinking, irritability, frustration, feeling demotivated etc. Somatic symptoms like fatigue/ weakness/ lack of sleep/ lack of appetite and other physical symptoms are common. Anxiety is common. In severe cases one may feel helpless and hopeless enough to wish for death or attempt suicide. Treatment includes physical and psychiatric work up following which medicines can be prescribed. In milder cases, psychotherapy or counselling is recommended.",https://1mg.com/drugs/aptimust-syrup-158117,Dr. Jyoti Kapoor Madan,Psychiatry
Just wanted to know use of INSPIRAL 10mg.,other,It's a stimulant used for ADHD and occasionally for depression,https://1mg.com/drugs/aptimust-syrup-158117,Dr. Jyoti Kapoor Madan,Psychiatry
Loss of appetite how to increase appetite Suggest me any syrup to increase appetite,other,"https://www.1mg.com/otc/aptizooom-syrup-otc326977'2-2 tea spoon syrup morning & evening before taking food , use at least 1-2 months",https://1mg.com/drugs/aptimust-syrup-158117,Dr. Deepak Kumar Soni,Ayurveda
Feeling weekness Reduced appetite.,other,"Eat Fresh fruits , green vegetables, boiled eggs and roasted fish and chicken. Do regular exercises",https://1mg.com/drugs/aptimust-syrup-158117,Dr. Sunil Sekhri,Diabetology
Constipation lose of appetite,other,"Hello ,this is very common among children. Increase fibre rich diet like salads, chana, mixed flour. Avoid refined flour and maida items.Also increase fluid intake and can also increase sugar quantity in milk for looser stools. Medicines can be prescribed if problem persists.",https://1mg.com/drugs/aptimust-syrup-158117,Dr. Rahul Yadav,Paediatrics
"this is response to my query on lack of sexual urge and poor errection ,I am diabetic as mentioned earlier. You have asked me since when I am facing this. Well some 5-6 years from now the urge has come down and though I do get the urge, its only when I have some alcohol and not without any stimulant, I have not used any such stimulant yet.Please suggest.",other,1.stop smoking and alcohol 2.join a gym and reduce weight. Do weight lifting exercises. 3.tablet sildenafil or viagra 1 tablet 1 hour before sexual activity. 4.Get tested so that u don?t have any of the following causes: 1.heart diseases 2. diabetes 3.neurological problems 4.hormonal problems 5.drug side effects,https://1mg.com/drugs/aptimust-syrup-158117,Dr. Pranay Gandhi,Sexology
How to prevent heart pain WhAt is reason of heart attack,other,"do daily yoga and pranayam, avoid stress, junk,oily,andsalted and sugar made food, kepp check on your cholesterol le",https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Aanchal Maheshwari,Ayurveda
Is cholesterol heridretry problem. my heart beat is very high what should I do???? how does are blood purifies. what are the precautions for the heart attack,other,Hi PATIENT  need to see your lipid profile reports kind send,https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Deepak Kumar Soni,Ayurveda
High bp around 150/90 sometimes 160/100 in rest also. Medications cardace 1.25 mg 1-0-1 Concor 5mg 0-0-1 Aztor 5mg 0-0-1,other,Can increase cardace to 2.5 mg twice daily,https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Nabajit Talukdar,Cardiology
"Age 34, Height 174 cm, Weight 90 kg high day concentration in abdomen & good with double chin for last 15 years Taking Exam 5, Nebicard 5 & Aztor 10 daily Uric Acid level remains high suggest how can I get rid from all these in natural ways",other,If uric acid levels are also high you would need a Prescription medicine for that also. You need to reduce your weight. Other medications need to be continued under a Doctor's follow upGuidelines to loose weight1. Decrease calorie intake by 500- 1000 kcal/day to a level of 800-1800 kcal/day. 2. Take 500 ml of water before each meal 3. 30 - 60 minute of continuous aerobic exercise 5-7 times per week 4. Shorter bouts of exercise of around 10 minutes are associated with better adherence and more weight loss than are longer bouts of exercise 5. 7 - 8 hours of sleep per day.  9 hours of sleep is associated with increased total body weight. Considering the above information it is advised that you enrol yourself in weight loss programme under supervision of a Doctor,https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Sunil Sekhri,Diabetology
"Please Give your Suggestions on the Report I got and some test are above and below the marked level specially KIDNEY, ESR value(high values) I have also Heart Problem & suffered from Heart attack 1.5 years back & taking Cholesterol and BP medicines regularly.",other,"Dear Sir Greetings from 1mg. Your reports suggest that your triglyceride level is high, for this you should make healthy diet and lifestyle related changes like have a diet rich in more proteins and vegetables, fruits, and avoid fried fatty and processed foods. Exercise for at least 30 minutes a day for at least 5 days in a week.",https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Ila Jain Khandelwal,Pathology
I am type 2 diabetic patient. Taking janumet 50/500 twice per day. Also in reports cholestrol is not in normal range so doctor prescribed aztor 10mg tab one per day. I am also taking D-Rise 60K once in week. I have taken aztor 10mg tablets for ten days after that stop. But I continuely taken Janumet and D-rise. Currently my sugar level reached to normal but some time fasting suger level varies from 106-122 mg/dl. Can I still need to take aztor tablet? When I have to stop D-rise? When I have to stop Janumet? When I have to consult doctor?,other,D rise one monthyAnd continue ur medicine,https://1mg.com/drugs/aztor-10-tablet-345047,Dr. Sanjay Bhatt,Physician
Mucus cough is there already giving only nebulizer of asthalin which is batter combination?asthakind expectorant or azitromycin 100,cold and cough,The risks that are associated with self-medication include: ?Inaccurate diagnosis. ?Using inappropriate medications that cause side effects. ?Masking the symptoms of a serious condition. ?Delaying medical advice. ?Inaccurate dosage that leads to accidental overdoseDr need a diagnosis to suggest you medicine or give opinion. Diagnosis cannot be done without clinical examination of patient. There are many underlying causes of your symptoms. Different cause needs different treatment. Specific treatment cannot be given unless we establish exact underlying cause. Final and perfect diagnosis cannot be done without doing clinical examination of child. Please consult me or any other Paediatrician.  will take detail history and will examine your child in detail. At time  may ask you relevant investigations if necessary. All information will be used to determine exact underlying cause of problem. Depending upon cause  will prescribe you treatment. Your child may need antibiotics. It is mandatory for the customer to have a prescription for the prescription medicines he/she is procuring. Valid prescription cannot be given without diagnosis.,https://1mg.com/drugs/asthakind-expectorant-sugar-free-116925,Dr. Gopal Bansilal Samdani,Paediatrics
Cogestion in chest with cough with mucus,cold and cough,Please consult Pediatrician (child Dr). Pediatrician will take detail history and will examine your child in detail. Dr. may ask you for lab test on blood urine stool etc. All information will be used to determine exact underlying cause of problem. Depending upon cause Dr. will prescribe you treatment.,https://1mg.com/drugs/asthakind-expectorant-sugar-free-116925,Dr. Gopal Bansilal Samdani,Paediatrics
Cough regularly with lots of mucus,cold and cough,"Take sitopaladi churan half spoon twice with honey, trikatu tablet 2 tablet twice",https://1mg.com/drugs/asthakind-expectorant-sugar-free-116925,Dr. Aanchal Maheshwari,Ayurveda
Fever and cough with mucus General weakness,fever,"Hello, please start syp chericoff 2.5 ml thrice daily for the next 5 days. Also nasoclear nasal drops SOS for nasal blockage. Give plenty of fluids to drink. Paracetamol to control fever in weight appropriate doses.",https://1mg.com/drugs/asthakind-expectorant-sugar-free-116925,Dr. Rahul Yadav,Paediatrics
Dust m Amikacin injection diya jata h,other,Your question is not clear,https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Dr. Gopal Bansilal Samdani,Paediatrics
"For control of loose motions a doctor near by us recommended ondasetron syrup for vomiting, benegut for motions and an injection of amikacin sulphate injection IP for 3 days. now he advised satrogyl o 75 mg syrup.",other,Dr need a final diagnosis or provisional diagnosis to suggest you investigations or medicine or give opinion. In present situation diagnosis cannot be done without taking in to consideration details of history and findings of clinical examination of patient. Advice given without doing clinical examination can be imperfect or some time harmful to patient.,https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Dr. Gopal Bansilal Samdani,Paediatrics
"PUS FILLED ACNE NEAR GENITAL AREA CAUSING PAIN, IRRITATION AND LOTS OF DISCOMFORT. TAKEN DRUGS SUCH AS - FULCONAZOLE-150, AMOXYCILLIN+POTASIUM CULVANATE-625 & INJECTIONS- AMIKACIN . BUT NOT GETTING RELIEF. NOW A DAYS USING FRAMYCETIN SULPHATE CREAM WITH BETNOVATE-GM.",other,you need to be examined in clinic,https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Dr. Sunil Sekhri,Diabetology
Detected E coli in stool.Ceftazimide and Amikacin treatment is going on.But Ceftazimide is resistant in stool culture?,other,"Hello, some times if given in higher doses then there is response to treatment . Please follow the advice of your pediatrician. Symptomatic improvement is more important than Lab values.",https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Dr. Rahul Yadav,Paediatrics
"more pain in both hand and both foots joint. since 18 days and i have taken paracitamaol,aclofeneac cefafroxil shellcall etc. and two times take injection of MONOCEF. AMIKACIN M.V.I.",other,Please get your vitamin d 3 checked as this is the most common cause of your symptoms,https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Vipul Aggarwal,
"Doctor said that my wife is having ulcer problem in her womb so he is giving a mikacin injection to her, my wife is also pregnant so I want to know if amikacin will be good for her.",other,It's ok to take if she is having infection,https://1mg.com/drugs/amikacin-sulphate-500mg-injection-43204,Dr. Suman Rao,Obstetrics and Gynaecology
"Iam suffering wit cold so I can use this tablets or not(ODIMONT-LC 5/10mg,AB-FLO SR 200mg) I can us this tablets for cold are not sir",cold and cough,I would suggest a clinical examination to assess your symptoms,https://1mg.com/drugs/ab-flo-n-tablet-338468,Dr. Sunil Sekhri,Diabetology
In menstruation high blood flo Sir my daughter age 15 during mensuration blood follow higher with clout.feeling very weakness n rest less.it is continue last 1 week.,other,Take tranexa tablets thrice a day to stop the bleeding dear.,https://1mg.com/drugs/ab-flo-n-tablet-338468,Dr. Megha Tuli,Obstetrics and Gynaecology
"She is on anti TB drugs since last 5 months 10 days , for initial two months she was taking forecox 2 tabs, thereafter she is continuing akurit 3 , 3 tablet, but some other  advised us to take only one tab r cinex 450,so please advice",other,akurit 3 must be taken in continuation phase,https://1mg.com/drugs/akurit-4-tablet-147003,Dr. Anshum Aneja Arora,Pulmonology
I am suffering with TV dieses since from 4 months I have started TV dieses prevention course with 4 months back accomplish with Akurit 4 medicine after taking Akurit 4 continually for 4 months than switch in Akurit 3 so I just wanted to know is there any harm in take Akurit 4 for 4 months,other,"No, its need for u now",https://1mg.com/drugs/akurit-4-tablet-147003,Dr. Mehtab Baig,Orthopaedic Physiotherapy
